method,snapshot_episode_index,snapshot_episode_1based,prefix_depth,prefix,parent_id,rank,child_id,child_prefix,prob,child_count,distribution_kind,freeze_mode
risky_ps_linear,25,26,1,['stage1_n3__from__root__c03'],stage1_n3__from__root__c03,3,stage2_n3__from__n0003__c03,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03']",0.3539580255522227,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n4__from__root__c04'],stage1_n4__from__root__c04,1,stage2_n1__from__n0004__c01,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01']",0.183709481799288,5,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n4__from__root__c04'],stage1_n4__from__root__c04,2,stage2_n2__from__n0004__c02,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",0.09957163522025826,5,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n4__from__root__c04'],stage1_n4__from__root__c04,3,stage2_n3__from__n0004__c03,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03']",0.12022139613442924,5,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n4__from__root__c04'],stage1_n4__from__root__c04,4,stage2_n4__from__n0004__c04,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04']",0.17310799756783876,5,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n4__from__root__c04'],stage1_n4__from__root__c04,5,stage2_n5__from__n0004__c05,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05']",0.4233894892781858,5,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n5__from__root__c05'],stage1_n5__from__root__c05,1,stage2_n3__from__n0005__c01,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01']",0.2313030528269027,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n5__from__root__c05'],stage1_n5__from__root__c05,2,stage2_n4__from__n0005__c02,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",0.6924727099052918,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,1,['stage1_n5__from__root__c05'],stage1_n5__from__root__c05,3,stage2_n5__from__n0005__c03,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",0.07622423726780561,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01']",stage2_n1__from__n0001__c01,1,stage3_n1__from__n0006__c01,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n1__from__n0006__c01']",0.34118998952811613,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01']",stage2_n1__from__n0001__c01,2,stage3_n2__from__n0006__c02,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n2__from__n0006__c02']",0.6588100104718839,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,1,stage3_n2__from__n0007__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n2__from__n0007__c01']",0.3879893081773861,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,2,stage3_n3__from__n0007__c02,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02']",0.10963551950043054,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,3,stage3_n4__from__n0007__c03,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",0.3879893081773861,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,4,stage3_n5__from__n0007__c04,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n5__from__n0007__c04']",0.11438586414479729,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03']",stage2_n3__from__n0001__c03,1,stage3_n3__from__n0008__c01,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03', 'stage3_n3__from__n0008__c01']",0.14149585272898427,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03']",stage2_n3__from__n0001__c03,2,stage3_n4__from__n0008__c02,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03', 'stage3_n4__from__n0008__c02']",0.4292520736355079,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03']",stage2_n3__from__n0001__c03,3,stage3_n5__from__n0008__c03,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03', 'stage3_n5__from__n0008__c03']",0.4292520736355079,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01']",stage2_n1__from__n0002__c01,1,stage3_n1__from__n0009__c01,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01', 'stage3_n1__from__n0009__c01']",0.4492970805441928,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01']",stage2_n1__from__n0002__c01,2,stage3_n2__from__n0009__c02,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01', 'stage3_n2__from__n0009__c02']",0.5507029194558072,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,1,stage3_n2__from__n0010__c01,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n2__from__n0010__c01']",0.012962075051007375,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,2,stage3_n3__from__n0010__c02,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n3__from__n0010__c02']",0.4726336470599667,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,3,stage3_n4__from__n0010__c03,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n4__from__n0010__c03']",0.4726336470599667,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,4,stage3_n5__from__n0010__c04,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n5__from__n0010__c04']",0.0417706308290593,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03']",stage2_n3__from__n0002__c03,1,stage3_n3__from__n0011__c01,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03', 'stage3_n3__from__n0011__c01']",0.05083473256473932,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03']",stage2_n3__from__n0002__c03,2,stage3_n4__from__n0011__c02,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03', 'stage3_n4__from__n0011__c02']",0.5430302444243423,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03']",stage2_n3__from__n0002__c03,3,stage3_n5__from__n0011__c03,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03', 'stage3_n5__from__n0011__c03']",0.4061350230109183,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01']",stage2_n1__from__n0003__c01,1,stage3_n1__from__n0012__c01,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01', 'stage3_n1__from__n0012__c01']",0.6730771786868949,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01']",stage2_n1__from__n0003__c01,2,stage3_n2__from__n0012__c02,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01', 'stage3_n2__from__n0012__c02']",0.32692282131310507,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,1,stage3_n2__from__n0013__c01,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n2__from__n0013__c01']",0.4676322854647984,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,2,stage3_n3__from__n0013__c02,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n3__from__n0013__c02']",0.4676322854647984,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,3,stage3_n4__from__n0013__c03,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n4__from__n0013__c03']",0.011245958006288052,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,4,stage3_n5__from__n0013__c04,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n5__from__n0013__c04']",0.05348947106411517,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03']",stage2_n3__from__n0003__c03,1,stage3_n3__from__n0014__c01,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03', 'stage3_n3__from__n0014__c01']",0.49652531135906824,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03']",stage2_n3__from__n0003__c03,2,stage3_n4__from__n0014__c02,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03', 'stage3_n4__from__n0014__c02']",0.49652531135906824,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03']",stage2_n3__from__n0003__c03,3,stage3_n5__from__n0014__c03,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03', 'stage3_n5__from__n0014__c03']",0.0069493772818635426,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01']",stage2_n1__from__n0004__c01,1,stage3_n1__from__n0015__c01,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01', 'stage3_n1__from__n0015__c01']",0.5815247720005237,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01']",stage2_n1__from__n0004__c01,2,stage3_n2__from__n0015__c02,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01', 'stage3_n2__from__n0015__c02']",0.4184752279994764,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,1,stage3_n2__from__n0016__c01,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n2__from__n0016__c01']",0.33218410969348855,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,2,stage3_n3__from__n0016__c02,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n3__from__n0016__c02']",0.0034476709195343535,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,3,stage3_n4__from__n0016__c03,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n4__from__n0016__c03']",0.33218410969348855,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,4,stage3_n5__from__n0016__c04,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n5__from__n0016__c04']",0.33218410969348855,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03']",stage2_n3__from__n0004__c03,1,stage3_n3__from__n0017__c01,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03', 'stage3_n3__from__n0017__c01']",0.49292773708522986,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03']",stage2_n3__from__n0004__c03,2,stage3_n4__from__n0017__c02,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03', 'stage3_n4__from__n0017__c02']",0.014144525829540247,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03']",stage2_n3__from__n0004__c03,3,stage3_n5__from__n0017__c03,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03', 'stage3_n5__from__n0017__c03']",0.49292773708522986,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04']",stage2_n4__from__n0004__c04,1,stage3_n3__from__n0018__c01,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04', 'stage3_n3__from__n0018__c01']",0.48229959622499363,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04']",stage2_n4__from__n0004__c04,2,stage3_n4__from__n0018__c02,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04', 'stage3_n4__from__n0018__c02']",0.48229959622499363,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04']",stage2_n4__from__n0004__c04,3,stage3_n5__from__n0018__c03,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04', 'stage3_n5__from__n0018__c03']",0.035400807550012695,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05']",stage2_n5__from__n0004__c05,1,stage3_n3__from__n0019__c01,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05', 'stage3_n3__from__n0019__c01']",0.3333333333333333,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05']",stage2_n5__from__n0004__c05,2,stage3_n4__from__n0019__c02,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05', 'stage3_n4__from__n0019__c02']",0.3333333333333333,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05']",stage2_n5__from__n0004__c05,3,stage3_n5__from__n0019__c03,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05', 'stage3_n5__from__n0019__c03']",0.3333333333333333,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01']",stage2_n3__from__n0005__c01,1,stage3_n3__from__n0020__c01,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01', 'stage3_n3__from__n0020__c01']",0.17747646875198972,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01']",stage2_n3__from__n0005__c01,2,stage3_n4__from__n0020__c02,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01', 'stage3_n4__from__n0020__c02']",0.6709063728411685,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01']",stage2_n3__from__n0005__c01,3,stage3_n5__from__n0020__c03,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01', 'stage3_n5__from__n0020__c03']",0.15161715840684176,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",stage2_n4__from__n0005__c02,1,stage3_n3__from__n0021__c01,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02', 'stage3_n3__from__n0021__c01']",0.3333333333333333,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",stage2_n4__from__n0005__c02,2,stage3_n4__from__n0021__c02,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02', 'stage3_n4__from__n0021__c02']",0.3333333333333333,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",stage2_n4__from__n0005__c02,3,stage3_n5__from__n0021__c03,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02', 'stage3_n5__from__n0021__c03']",0.3333333333333333,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",stage2_n5__from__n0005__c03,1,stage3_n3__from__n0022__c01,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03', 'stage3_n3__from__n0022__c01']",0.878132575256441,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",stage2_n5__from__n0005__c03,2,stage3_n4__from__n0022__c02,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03', 'stage3_n4__from__n0022__c02']",0.06890032448363934,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",stage2_n5__from__n0005__c03,3,stage3_n5__from__n0022__c03,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03', 'stage3_n5__from__n0022__c03']",0.05296710025991971,3,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n1__from__n0006__c01']",stage3_n1__from__n0006__c01,1,stage4_n1__from__n0023__c01,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n1__from__n0006__c01', 'stage4_n1__from__n0023__c01']",1.0,1,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n2__from__n0006__c02']",stage3_n2__from__n0006__c02,1,stage4_n1__from__n0024__c01,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n2__from__n0006__c02', 'stage4_n1__from__n0024__c01']",1.0,1,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n2__from__n0007__c01']",stage3_n2__from__n0007__c01,1,stage4_n1__from__n0025__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n2__from__n0007__c01', 'stage4_n1__from__n0025__c01']",1.0,1,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02']",stage3_n3__from__n0007__c02,1,stage4_n2__from__n0026__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02', 'stage4_n2__from__n0026__c01']",0.39999999999992,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02']",stage3_n3__from__n0007__c02,2,stage4_n3__from__n0026__c02,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02', 'stage4_n3__from__n0026__c02']",0.60000000000008,2,ps_safe_prefix_mass,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",stage3_n4__from__n0007__c03,1,stage4_n2__from__n0027__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03', 'stage4_n2__from__n0027__c01']",0.25,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",stage3_n4__from__n0007__c03,2,stage4_n3__from__n0027__c02,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03', 'stage4_n3__from__n0027__c02']",0.25,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",stage3_n4__from__n0007__c03,3,stage4_n4__from__n0027__c03,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03', 'stage4_n4__from__n0027__c03']",0.25,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
risky_ps_linear,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",stage3_n4__from__n0007__c03,4,stage4_n5__from__n0027__c04,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03', 'stage4_n5__from__n0027__c04']",0.25,4,ps_risky_marginal_mixture,full_tree_child_marginal_at_switch
