method,episode_1based,schedule_phase,raw_terminal_penalty,raw_reasoning_cost_component,raw_total_cost,strict_clean_success,assistant_required,assistant_success_proxy,actual_modes,required_modes,mismatch_bucket,majority_pair,root_conditional_prob,final_action,oracle_action
epsilon_exp3,4,trap_pre_switch,5.0,4.944665,10.022365,False,True,True,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,0.22637871922333883,repair_all,repair_subset
epsilon_exp3,5,trap_pre_switch,1.5,5.64236,7.2183600000000006,False,False,,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,0.2,repair_all,repair_all
epsilon_exp3,6,target_post_switch,18.5,5.027325,23.602525,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.15229249309440304,transfer,repair_subset
epsilon_exp3,7,target_post_switch,15.0,5.80718,20.87278,False,True,False,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,both_mismatch_types,mostly_deep_vs_mostly_deep_required,0.15612340428614677,repair_subset,repair_subset
epsilon_exp3,8,target_post_switch,18.5,5.867095,24.444995,False,False,,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,deep_on_fast_required,mostly_deep_vs_mostly_deep_required,0.15612340428614677,transfer,repair_all
epsilon_exp3,9,target_post_switch,2.0,5.733165,7.807964999999999,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.1739993053874791,repair_subset,repair_subset
epsilon_exp3,10,target_post_switch,21.5,5.56511,27.13351,False,True,False,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,0.15229249309440304,transfer,repair_subset
epsilon_exp3,11,target_post_switch,17.5,4.678805,22.252305,False,True,False,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,0.1739993053874791,transfer,repair_subset
epsilon_exp3,12,target_post_switch,0.0,4.134305,4.205305,True,False,,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,0.2587923986159856,repair_all,repair_all
epsilon_exp3,13,target_post_switch,19.5,5.150595,24.718795,False,True,False,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,both_mismatch_types,mostly_deep_vs_mostly_deep_required,0.15612340428614677,transfer,repair_subset
epsilon_exp3,14,target_post_switch,20.5,5.552735,26.128034999999997,False,True,False,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,deep_on_fast_required,mostly_deep_vs_mostly_deep_required,0.2587923986159856,transfer,repair_subset
epsilon_exp3,15,target_post_switch,3.0,4.96655,8.03985,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.1739993053874791,transfer,transfer
epsilon_exp3,16,target_post_switch,3.0,5.15005,8.22145,False,True,False,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,both_mismatch_types,mostly_deep_vs_mostly_deep_required,0.2587923986159856,repair_subset,repair_subset
epsilon_exp3,17,target_post_switch,15.0,4.492595,19.555095,False,True,False,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,0.2587923986159856,repair_subset,repair_subset
epsilon_exp3,18,target_post_switch,0.0,5.67045,5.73025,True,False,,deep/fast/fast/deep/fast,fast/deep/deep/deep/deep,both_mismatch_types,mostly_fast_vs_mostly_deep_required,0.2587923986159856,repair_all,repair_all
epsilon_exp3,19,target_post_switch,18.5,4.955585,23.534585,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.2587923986159856,transfer,repair_subset
epsilon_exp3,20,target_post_switch,5.0,5.69199,10.752790000000001,False,True,False,deep/fast/fast/fast/deep,fast/deep/deep/deep/deep,both_mismatch_types,mostly_fast_vs_mostly_deep_required,0.2587923986159856,repair_subset,repair_subset
risky_ps_linear,1,trap_pre_switch,1.5,4.92436,6.49106,False,False,,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,0.2,repair_all,repair_all
risky_ps_linear,2,trap_pre_switch,0.0,4.203345,4.268644999999999,True,False,,deep/fast/deep/deep/fast,fast/fast/fast/fast/fast,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,0.2107293143528811,repair_all,repair_all
risky_ps_linear,3,trap_pre_switch,0.0,3.982165,4.057165,True,False,,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,0.21844160984368172,repair_all,repair_all
risky_ps_linear,4,trap_pre_switch,6.0,4.996795,11.072595,False,True,False,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,0.1882059749655599,repair_subset,repair_subset
risky_ps_linear,5,trap_pre_switch,1.5,4.96564,6.52984,False,False,,deep/fast/fast/deep/deep,fast/fast/fast/fast/fast,deep_on_fast_required,mostly_deep_vs_mostly_fast_required,0.24513461911556816,repair_all,repair_all
risky_ps_linear,6,target_post_switch,18.5,5.023925,23.597925000000004,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.21849706743866645,transfer,repair_subset
risky_ps_linear,7,target_post_switch,5.0,6.08648,11.14968,False,True,False,deep/fast/deep/fast/fast,fast/deep/deep/deep/deep,both_mismatch_types,mostly_fast_vs_mostly_deep_required,0.20325497777043017,repair_subset,repair_subset
risky_ps_linear,8,target_post_switch,5.0,5.64896,10.71846,False,False,,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,0.21849706743866645,repair_subset,repair_all
risky_ps_linear,9,target_post_switch,13.0,4.63588,17.70948,False,True,False,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,0.2581366774788512,repair_subset,repair_subset
risky_ps_linear,10,target_post_switch,20.5,3.880225,24.459325,False,True,False,fast/deep/deep/fast/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,0.21849706743866645,transfer,repair_subset
risky_ps_linear,11,target_post_switch,13.0,3.793085,16.858285000000002,False,True,False,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,0.21849706743866645,repair_subset,repair_subset
risky_ps_linear,12,target_post_switch,18.5,4.531425,23.103025,False,False,,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,0.21849706743866645,transfer,repair_all
risky_ps_linear,13,target_post_switch,18.5,4.950485,23.525685,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.19293049251089017,transfer,repair_subset
risky_ps_linear,14,target_post_switch,5.0,5.08217,10.14627,False,True,False,fast/fast/fast/fast/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_fast_vs_mostly_deep_required,0.2581366774788512,repair_subset,repair_subset
risky_ps_linear,15,target_post_switch,1.0,4.39741,5.46151,False,True,False,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,0.19293049251089017,transfer,transfer
risky_ps_linear,16,target_post_switch,3.0,4.687165,7.759365000000001,False,True,False,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,fast_on_deep_required,mostly_deep_vs_mostly_deep_required,0.21849706743866645,repair_subset,repair_subset
risky_ps_linear,17,target_post_switch,2.0,4.58082,6.65602,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.2581366774788512,repair_subset,repair_subset
risky_ps_linear,18,target_post_switch,0.0,4.83086,4.90836,True,False,,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,deep_on_fast_required,mostly_deep_vs_mostly_deep_required,0.127180784801162,repair_all,repair_all
risky_ps_linear,19,target_post_switch,6.0,5.32576,11.40166,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.19293049251089017,repair_all,repair_subset
risky_ps_linear,20,target_post_switch,17.0,4.86489,21.93809,False,True,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,all_stage_modes_match,mostly_deep_vs_mostly_deep_required,0.21849706743866645,repair_subset,repair_subset
