method,episode_index,episode_1based,repeat_index,dataset_index,schedule_phase,task_bucket,is_specialist_task,oracle_action,final_action,raw_terminal_penalty,raw_reasoning_cost_component,raw_path_cost_component,raw_total_cost,exact_match,policy_clean,subset_clean,strict_clean_success,assistant_required,assistant_side_mutating_tool_calls_made,mutating_tool_calls_made,tool_calls_made,assistant_success_proxy,actual_modes,required_modes,root_child_id,root_selection_mode,root_conditional_prob,freeze_active,original_task_id,match_count,fast_on_deep_count,deep_on_fast_count,actual_fast_count,actual_deep_count,required_fast_count,required_deep_count,mismatch_bucket,majority_pair
direct_multistage_exp3,12,13,1,11,target_post_switch,target_favoring,True,repair_subset,repair_subset,19.0,4.558665,0.0599,23.618565,False,False,False,False,True,2,3,22,False,fast/deep/deep/fast/fast,fast/deep/deep/deep/deep,stage1_n4__from__root__c04,frozen_root_post_switch,0.2559831758438228,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],3,2,0,3,2,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required
direct_multistage_exp3,13,14,1,17,target_post_switch,target_favoring,True,repair_subset,repair_subset,15.0,4.735625,0.0692,19.804825,False,False,False,False,True,0,9,34,False,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n3__from__root__c03,frozen_root_post_switch,0.2559831758438228,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],3,1,1,1,4,1,4,both_mismatch_types,mostly_deep_vs_mostly_deep_required
direct_multistage_exp3,14,15,1,67,target_post_switch,target_favoring,False,transfer,transfer,1.0,4.863615,0.07750000000000001,5.941115,False,True,False,False,True,0,0,23,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2559831758438228,True,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
direct_multistage_exp3,15,16,1,35,target_post_switch,target_favoring,True,repair_subset,repair_subset,3.0,4.65308,0.0746,7.72768,False,False,False,False,True,0,9,32,False,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2559831758438228,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
direct_multistage_exp3,16,17,1,51,target_post_switch,target_favoring,True,repair_subset,repair_subset,2.0,4.42476,0.07590000000000001,6.50066,True,False,True,False,True,0,10,34,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.1401403471447778,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
direct_multistage_exp3,17,18,1,45,target_post_switch,target_favoring,True,repair_all,repair_all,0.0,6.40314,0.066,6.4691399999999994,True,True,True,True,False,0,10,35,,deep/fast/fast/deep/fast,fast/deep/deep/deep/deep,stage1_n2__from__root__c02,frozen_root_post_switch,0.09191012532375374,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],1,3,1,3,2,1,4,both_mismatch_types,mostly_fast_vs_mostly_deep_required
direct_multistage_exp3,18,19,1,40,target_post_switch,target_favoring,True,repair_subset,repair_all,6.0,6.02652,0.0717,12.09822,False,True,False,False,True,2,10,34,True,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.1401403471447778,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
direct_multistage_exp3,19,20,1,46,target_post_switch,target_favoring,True,repair_subset,repair_all,3.5,4.54444,0.0786,8.12304,False,True,False,False,True,1,10,34,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.1401403471447778,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
epsilon_exp3,0,1,0,19,trap_pre_switch,trap_favoring,False,repair_all,repair_all,1.5,4.89676,0.0655,6.46226,False,True,False,False,False,0,4,23,,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,stage1_n4__from__root__c04,epsilon_exploit,0.2,False,[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission[PERSONA:Hard],2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
epsilon_exp3,1,2,0,13,trap_pre_switch,trap_favoring,False,repair_all,repair_all,0.0,4.214565,0.063,4.277565,True,True,True,True,False,0,3,23,,deep/fast/deep/deep/fast,fast/fast/fast/fast/fast,stage1_n3__from__root__c03,epsilon_exploit,0.2106861446768568,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None],2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
epsilon_exp3,2,3,0,7,trap_pre_switch,trap_favoring,False,repair_all,repair_all,0.0,4.32032,0.0591,4.37942,True,True,True,True,False,0,3,22,,fast/deep/deep/deep/fast,fast/fast/fast/fast/fast,stage1_n4__from__root__c04,epsilon_exploit,0.16302192120205933,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy],2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
epsilon_exp3,3,4,0,25,trap_pre_switch,trap_favoring,False,repair_subset,repair_all,5.0,4.944665,0.0777,10.022365,False,True,False,False,True,1,5,26,True,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,stage1_n5__from__root__c05,epsilon_exploit,0.22637871922333883,False,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],1,0,4,1,4,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
epsilon_exp3,4,5,0,36,trap_pre_switch,trap_favoring,False,repair_all,repair_all,1.5,5.64236,0.07600000000000001,7.2183600000000006,False,True,False,False,False,0,3,23,,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,stage1_n3__from__root__c03,epsilon_uniform,0.2,False,[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy],0,0,5,0,5,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
epsilon_exp3,5,6,0,35,target_post_switch,target_favoring,True,repair_subset,transfer,18.5,5.027325,0.0752,23.602525,False,False,False,False,True,0,0,23,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n4__from__root__c04,frozen_root_post_switch,0.15229249309440304,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
epsilon_exp3,6,7,0,51,target_post_switch,target_favoring,True,repair_subset,repair_subset,15.0,5.80718,0.0656,20.87278,False,False,False,False,True,0,10,35,False,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,stage1_n3__from__root__c03,frozen_root_post_switch,0.15612340428614677,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],2,2,1,2,3,1,4,both_mismatch_types,mostly_deep_vs_mostly_deep_required
epsilon_exp3,7,8,0,45,target_post_switch,target_favoring,True,repair_all,transfer,18.5,5.867095,0.07790000000000001,24.444995,False,True,False,False,False,0,0,24,,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n3__from__root__c03,frozen_root_post_switch,0.15612340428614677,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],4,0,1,0,5,1,4,deep_on_fast_required,mostly_deep_vs_mostly_deep_required
epsilon_exp3,8,9,0,40,target_post_switch,target_favoring,True,repair_subset,repair_subset,2.0,5.733165,0.0748,7.807964999999999,True,False,True,False,True,0,8,32,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.1739993053874791,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
epsilon_exp3,9,10,0,46,target_post_switch,target_favoring,True,repair_subset,transfer,21.5,5.56511,0.0684,27.13351,False,False,False,False,True,0,9,32,False,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,stage1_n4__from__root__c04,frozen_root_post_switch,0.15229249309440304,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
epsilon_exp3,10,11,1,16,target_post_switch,target_favoring,True,repair_subset,transfer,17.5,4.678805,0.0735,22.252305,False,False,False,False,True,0,0,22,False,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.1739993053874791,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],3,2,0,3,2,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required
epsilon_exp3,11,12,1,65,target_post_switch,target_favoring,True,repair_all,repair_all,0.0,4.134305,0.071,4.205305,True,True,True,True,False,0,9,32,,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2587923986159856,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
epsilon_exp3,12,13,1,11,target_post_switch,target_favoring,True,repair_subset,transfer,19.5,5.150595,0.0682,24.718795,False,False,False,False,True,0,0,24,False,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n3__from__root__c03,frozen_root_post_switch,0.15612340428614677,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],3,1,1,1,4,1,4,both_mismatch_types,mostly_deep_vs_mostly_deep_required
epsilon_exp3,13,14,1,17,target_post_switch,target_favoring,True,repair_subset,transfer,20.5,5.552735,0.0753,26.128034999999997,False,False,False,False,True,0,0,26,False,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n2__from__root__c02,frozen_root_post_switch,0.2587923986159856,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],4,0,1,0,5,1,4,deep_on_fast_required,mostly_deep_vs_mostly_deep_required
epsilon_exp3,14,15,1,67,target_post_switch,target_favoring,False,transfer,transfer,3.0,4.96655,0.07330000000000002,8.03985,False,False,False,False,True,0,0,23,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.1739993053874791,True,[mms_issue]airplane_mode_on|break_apn_mms_setting|break_app_both_permissions|user_abroad_roaming_disabled_off[PERSONA:None],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
epsilon_exp3,15,16,1,35,target_post_switch,target_favoring,True,repair_subset,repair_subset,3.0,5.15005,0.0714,8.22145,False,False,False,False,True,0,9,34,False,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n2__from__root__c02,frozen_root_post_switch,0.2587923986159856,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],3,1,1,1,4,1,4,both_mismatch_types,mostly_deep_vs_mostly_deep_required
epsilon_exp3,16,17,1,51,target_post_switch,target_favoring,True,repair_subset,repair_subset,15.0,4.492595,0.0625,19.555095,False,False,False,False,True,0,10,33,False,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2587923986159856,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],3,2,0,3,2,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required
epsilon_exp3,17,18,1,45,target_post_switch,target_favoring,True,repair_all,repair_all,0.0,5.67045,0.0598,5.73025,True,True,True,True,False,0,10,35,,deep/fast/fast/deep/fast,fast/deep/deep/deep/deep,stage1_n2__from__root__c02,frozen_root_post_switch,0.2587923986159856,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],1,3,1,3,2,1,4,both_mismatch_types,mostly_fast_vs_mostly_deep_required
epsilon_exp3,18,19,1,40,target_post_switch,target_favoring,True,repair_subset,transfer,18.5,4.955585,0.07900000000000001,23.534585,False,False,False,False,True,0,0,23,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2587923986159856,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
epsilon_exp3,19,20,1,46,target_post_switch,target_favoring,True,repair_subset,repair_subset,5.0,5.69199,0.0608,10.752790000000001,False,False,False,False,True,0,8,32,False,deep/fast/fast/fast/deep,fast/deep/deep/deep/deep,stage1_n2__from__root__c02,frozen_root_post_switch,0.2587923986159856,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],1,3,1,3,2,1,4,both_mismatch_types,mostly_fast_vs_mostly_deep_required
risky_ps_linear,0,1,0,19,trap_pre_switch,trap_favoring,False,repair_all,repair_all,1.5,4.92436,0.06670000000000001,6.49106,False,True,False,False,False,0,4,23,,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,stage1_n4__from__root__c04,risky_exploit,0.2,False,[mms_issue]airplane_mode_on|bad_network_preference|break_app_sms_permission[PERSONA:Hard],2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
risky_ps_linear,1,2,0,13,trap_pre_switch,trap_favoring,False,repair_all,repair_all,0.0,4.203345,0.06530000000000001,4.268644999999999,True,True,True,True,False,0,3,23,,deep/fast/deep/deep/fast,fast/fast/fast/fast/fast,stage1_n3__from__root__c03,risky_exploit,0.2107293143528811,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None],2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
risky_ps_linear,2,3,0,7,trap_pre_switch,trap_favoring,False,repair_all,repair_all,0.0,3.982165,0.07500000000000001,4.057165,True,True,True,True,False,0,3,21,,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,stage1_n5__from__root__c05,risky_exploit,0.21844160984368172,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy],2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
risky_ps_linear,3,4,0,25,trap_pre_switch,trap_favoring,False,repair_subset,repair_subset,6.0,4.996795,0.0758,11.072595,False,False,False,False,True,0,4,26,False,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,stage1_n3__from__root__c03,risky_exploit,0.1882059749655599,False,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],1,0,4,1,4,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
risky_ps_linear,4,5,0,36,trap_pre_switch,trap_favoring,False,repair_all,repair_all,1.5,4.96564,0.06420000000000001,6.52984,False,True,False,False,False,0,3,23,,deep/fast/fast/deep/deep,fast/fast/fast/fast/fast,stage1_n2__from__root__c02,risky_exploit,0.24513461911556816,False,[mms_issue]airplane_mode_on|break_app_storage_permission[PERSONA:Easy],2,0,3,2,3,5,0,deep_on_fast_required,mostly_deep_vs_mostly_fast_required
risky_ps_linear,5,6,0,35,target_post_switch,target_favoring,True,repair_subset,transfer,18.5,5.023925,0.074,23.597925000000004,False,False,False,False,True,0,0,23,False,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.21849706743866645,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],5,0,0,1,4,1,4,all_stage_modes_match,mostly_deep_vs_mostly_deep_required
risky_ps_linear,6,7,0,51,target_post_switch,target_favoring,True,repair_subset,repair_subset,5.0,6.08648,0.0632,11.14968,False,False,False,False,True,0,9,33,False,deep/fast/deep/fast/fast,fast/deep/deep/deep/deep,stage1_n2__from__root__c02,frozen_root_post_switch,0.20325497777043017,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],1,3,1,3,2,1,4,both_mismatch_types,mostly_fast_vs_mostly_deep_required
risky_ps_linear,7,8,0,45,target_post_switch,target_favoring,True,repair_all,repair_subset,5.0,5.64896,0.06949999999999999,10.71846,False,False,False,False,False,0,8,32,,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,stage1_n5__from__root__c05,frozen_root_post_switch,0.21849706743866645,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],3,2,0,3,2,1,4,fast_on_deep_required,mostly_fast_vs_mostly_deep_required
risky_ps_linear,8,9,0,40,target_post_switch,target_favoring,True,repair_subset,repair_subset,13.0,4.63588,0.0736,17.70948,False,False,False,False,True,1,9,34,False,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,stage1_n1__from__root__c01,frozen_root_post_switch,0.2581366774788512,True,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],4,1,0,2,3,1,4,fast_on_deep_required,mostly_deep_vs_mostly_deep_required
