method,snapshot_episode_index,snapshot_episode_1based,prefix_depth,prefix,parent_id,rank,child_id,child_prefix,prob,child_count,distribution_kind,freeze_mode
direct_multistage_exp3,25,26,1,['stage1_n5__from__root__c05'],stage1_n5__from__root__c05,2,stage2_n4__from__n0005__c02,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",0.0423910875156789,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,1,['stage1_n5__from__root__c05'],stage1_n5__from__root__c05,3,stage2_n5__from__n0005__c03,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",0.24961209655807856,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01']",stage2_n1__from__n0001__c01,1,stage3_n1__from__n0006__c01,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n1__from__n0006__c01']",0.3330826451284217,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01']",stage2_n1__from__n0001__c01,2,stage3_n2__from__n0006__c02,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n2__from__n0006__c02']",0.6669173548715783,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,1,stage3_n2__from__n0007__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n2__from__n0007__c01']",0.4712974435883947,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,2,stage3_n3__from__n0007__c02,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02']",0.4712974435883947,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,3,stage3_n4__from__n0007__c03,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",0.056533720438819636,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02']",stage2_n2__from__n0001__c02,4,stage3_n5__from__n0007__c04,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n5__from__n0007__c04']",0.0008713923843910019,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03']",stage2_n3__from__n0001__c03,1,stage3_n3__from__n0008__c01,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03', 'stage3_n3__from__n0008__c01']",0.7938375004184585,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03']",stage2_n3__from__n0001__c03,2,stage3_n4__from__n0008__c02,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03', 'stage3_n4__from__n0008__c02']",0.09767752244355116,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03']",stage2_n3__from__n0001__c03,3,stage3_n5__from__n0008__c03,"['stage1_n1__from__root__c01', 'stage2_n3__from__n0001__c03', 'stage3_n5__from__n0008__c03']",0.10848497713799041,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01']",stage2_n1__from__n0002__c01,1,stage3_n1__from__n0009__c01,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01', 'stage3_n1__from__n0009__c01']",0.8148103832716663,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01']",stage2_n1__from__n0002__c01,2,stage3_n2__from__n0009__c02,"['stage1_n2__from__root__c02', 'stage2_n1__from__n0002__c01', 'stage3_n2__from__n0009__c02']",0.18518961672833364,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,1,stage3_n2__from__n0010__c01,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n2__from__n0010__c01']",0.4759133673941997,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,2,stage3_n3__from__n0010__c02,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n3__from__n0010__c02']",0.035233370324094425,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,3,stage3_n4__from__n0010__c03,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n4__from__n0010__c03']",0.4759133673941997,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02']",stage2_n2__from__n0002__c02,4,stage3_n5__from__n0010__c04,"['stage1_n2__from__root__c02', 'stage2_n2__from__n0002__c02', 'stage3_n5__from__n0010__c04']",0.012939894887506178,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03']",stage2_n3__from__n0002__c03,1,stage3_n3__from__n0011__c01,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03', 'stage3_n3__from__n0011__c01']",0.14291563407110563,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03']",stage2_n3__from__n0002__c03,2,stage3_n4__from__n0011__c02,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03', 'stage3_n4__from__n0011__c02']",0.853719135501614,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03']",stage2_n3__from__n0002__c03,3,stage3_n5__from__n0011__c03,"['stage1_n2__from__root__c02', 'stage2_n3__from__n0002__c03', 'stage3_n5__from__n0011__c03']",0.0033652304272803477,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01']",stage2_n1__from__n0003__c01,1,stage3_n1__from__n0012__c01,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01', 'stage3_n1__from__n0012__c01']",0.5,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01']",stage2_n1__from__n0003__c01,2,stage3_n2__from__n0012__c02,"['stage1_n3__from__root__c03', 'stage2_n1__from__n0003__c01', 'stage3_n2__from__n0012__c02']",0.5,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,1,stage3_n2__from__n0013__c01,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n2__from__n0013__c01']",0.3290679753950734,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,2,stage3_n3__from__n0013__c02,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n3__from__n0013__c02']",0.012796073814779896,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,3,stage3_n4__from__n0013__c03,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n4__from__n0013__c03']",0.3290679753950734,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02']",stage2_n2__from__n0003__c02,4,stage3_n5__from__n0013__c04,"['stage1_n3__from__root__c03', 'stage2_n2__from__n0003__c02', 'stage3_n5__from__n0013__c04']",0.3290679753950734,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03']",stage2_n3__from__n0003__c03,1,stage3_n3__from__n0014__c01,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03', 'stage3_n3__from__n0014__c01']",0.1224941999751664,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03']",stage2_n3__from__n0003__c03,2,stage3_n4__from__n0014__c02,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03', 'stage3_n4__from__n0014__c02']",0.7735604959307147,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03']",stage2_n3__from__n0003__c03,3,stage3_n5__from__n0014__c03,"['stage1_n3__from__root__c03', 'stage2_n3__from__n0003__c03', 'stage3_n5__from__n0014__c03']",0.10394530409411891,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01']",stage2_n1__from__n0004__c01,1,stage3_n1__from__n0015__c01,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01', 'stage3_n1__from__n0015__c01']",0.5,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01']",stage2_n1__from__n0004__c01,2,stage3_n2__from__n0015__c02,"['stage1_n4__from__root__c04', 'stage2_n1__from__n0004__c01', 'stage3_n2__from__n0015__c02']",0.5,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,1,stage3_n2__from__n0016__c01,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n2__from__n0016__c01']",0.3130813841162578,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,2,stage3_n3__from__n0016__c02,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n3__from__n0016__c02']",0.06075584765122658,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,3,stage3_n4__from__n0016__c03,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n4__from__n0016__c03']",0.3130813841162578,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02']",stage2_n2__from__n0004__c02,4,stage3_n5__from__n0016__c04,"['stage1_n4__from__root__c04', 'stage2_n2__from__n0004__c02', 'stage3_n5__from__n0016__c04']",0.3130813841162578,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03']",stage2_n3__from__n0004__c03,1,stage3_n3__from__n0017__c01,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03', 'stage3_n3__from__n0017__c01']",0.0637332713371506,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03']",stage2_n3__from__n0004__c03,2,stage3_n4__from__n0017__c02,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03', 'stage3_n4__from__n0017__c02']",0.8280451668138609,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03']",stage2_n3__from__n0004__c03,3,stage3_n5__from__n0017__c03,"['stage1_n4__from__root__c04', 'stage2_n3__from__n0004__c03', 'stage3_n5__from__n0017__c03']",0.10822156184898861,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04']",stage2_n4__from__n0004__c04,1,stage3_n3__from__n0018__c01,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04', 'stage3_n3__from__n0018__c01']",0.04752111762147354,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04']",stage2_n4__from__n0004__c04,2,stage3_n4__from__n0018__c02,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04', 'stage3_n4__from__n0018__c02']",0.4762394411892632,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04']",stage2_n4__from__n0004__c04,3,stage3_n5__from__n0018__c03,"['stage1_n4__from__root__c04', 'stage2_n4__from__n0004__c04', 'stage3_n5__from__n0018__c03']",0.4762394411892632,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05']",stage2_n5__from__n0004__c05,1,stage3_n3__from__n0019__c01,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05', 'stage3_n3__from__n0019__c01']",0.07312580707047064,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05']",stage2_n5__from__n0004__c05,2,stage3_n4__from__n0019__c02,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05', 'stage3_n4__from__n0019__c02']",0.46343709646476466,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05']",stage2_n5__from__n0004__c05,3,stage3_n5__from__n0019__c03,"['stage1_n4__from__root__c04', 'stage2_n5__from__n0004__c05', 'stage3_n5__from__n0019__c03']",0.46343709646476466,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01']",stage2_n3__from__n0005__c01,1,stage3_n3__from__n0020__c01,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01', 'stage3_n3__from__n0020__c01']",0.6527894964185672,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01']",stage2_n3__from__n0005__c01,2,stage3_n4__from__n0020__c02,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01', 'stage3_n4__from__n0020__c02']",0.12849022138885854,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01']",stage2_n3__from__n0005__c01,3,stage3_n5__from__n0020__c03,"['stage1_n5__from__root__c05', 'stage2_n3__from__n0005__c01', 'stage3_n5__from__n0020__c03']",0.21872028219257425,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",stage2_n4__from__n0005__c02,1,stage3_n3__from__n0021__c01,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02', 'stage3_n3__from__n0021__c01']",4.385958129654981e-13,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",stage2_n4__from__n0005__c02,2,stage3_n4__from__n0021__c02,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02', 'stage3_n4__from__n0021__c02']",0.23203088831688443,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02']",stage2_n4__from__n0005__c02,3,stage3_n5__from__n0021__c03,"['stage1_n5__from__root__c05', 'stage2_n4__from__n0005__c02', 'stage3_n5__from__n0021__c03']",0.767969111682677,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",stage2_n5__from__n0005__c03,1,stage3_n3__from__n0022__c01,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03', 'stage3_n3__from__n0022__c01']",0.8664504092028521,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",stage2_n5__from__n0005__c03,2,stage3_n4__from__n0022__c02,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03', 'stage3_n4__from__n0022__c02']",0.055761058108008306,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,2,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03']",stage2_n5__from__n0005__c03,3,stage3_n5__from__n0022__c03,"['stage1_n5__from__root__c05', 'stage2_n5__from__n0005__c03', 'stage3_n5__from__n0022__c03']",0.07778853268913954,3,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n1__from__n0006__c01']",stage3_n1__from__n0006__c01,1,stage4_n1__from__n0023__c01,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n1__from__n0006__c01', 'stage4_n1__from__n0023__c01']",1.0,1,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n2__from__n0006__c02']",stage3_n2__from__n0006__c02,1,stage4_n1__from__n0024__c01,"['stage1_n1__from__root__c01', 'stage2_n1__from__n0001__c01', 'stage3_n2__from__n0006__c02', 'stage4_n1__from__n0024__c01']",1.0,1,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n2__from__n0007__c01']",stage3_n2__from__n0007__c01,1,stage4_n1__from__n0025__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n2__from__n0007__c01', 'stage4_n1__from__n0025__c01']",1.0,1,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02']",stage3_n3__from__n0007__c02,1,stage4_n2__from__n0026__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02', 'stage4_n2__from__n0026__c01']",0.5,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02']",stage3_n3__from__n0007__c02,2,stage4_n3__from__n0026__c02,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n3__from__n0007__c02', 'stage4_n3__from__n0026__c02']",0.5,2,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",stage3_n4__from__n0007__c03,1,stage4_n2__from__n0027__c01,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03', 'stage4_n2__from__n0027__c01']",0.333310330705579,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",stage3_n4__from__n0007__c03,2,stage4_n3__from__n0027__c02,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03', 'stage4_n3__from__n0027__c02']",0.333310330705579,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
direct_multistage_exp3,25,26,3,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03']",stage3_n4__from__n0007__c03,3,stage4_n4__from__n0027__c03,"['stage1_n1__from__root__c01', 'stage2_n2__from__n0001__c02', 'stage3_n4__from__n0007__c03', 'stage4_n4__from__n0027__c03']",0.333310330705579,4,stagewise_marginal_mixture,full_tree_child_marginal_at_switch
