method,episode_index,repeat_index,schedule_phase,task_bucket,is_specialist_task,oracle_action,final_action,exact_match,clear_success_proxy,auxiliary_success_proxy,strict_clean_success,raw_terminal_penalty,legacy_raw_terminal_penalty,raw_reasoning_cost_component,raw_mode_mismatch_cost_component,raw_path_cost_component,raw_total_cost,terminal_adjustment_floor,terminal_adjustment_reasons,mode_mismatch_cost_enabled,mode_mismatch_report_only_enabled,reasoning_weight_calibration_enabled,actual_modes,required_modes,majority_pair,mismatch_bucket,exact_mode_match,fast_on_deep_count,deep_on_fast_count,match_count,llm_call_count,original_task_id
risky_ps_old,10,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.18026,0.5,0.05600000000000001,3.23626,,,False,True,True,deep/fast/fast/fast/fast,fast/fast/fast/fast/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,False,0,1,4,12,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_old,11,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.68601,2.0,0.07750000000000001,4.763509999999999,,,False,True,True,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,4,1,11,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_old,12,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,2.329735,0.5,0.0641,2.3938349999999997,,,False,True,True,fast/fast/fast/fast/deep,fast/fast/fast/fast/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,False,0,1,4,9,[mms_issue]bad_wifi_calling[PERSONA:Easy]
risky_ps_old,13,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.449755,1.5,0.0704,4.520155,,,False,True,True,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,3,2,11,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_old,14,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.4436,1.5,0.06830000000000001,4.5119,,,False,True,True,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,3,2,11,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_old,15,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,6.008875,2.5,0.07600000000000001,6.084874999999999,,,False,True,True,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,5,0,14,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission[PERSONA:Hard]
risky_ps_old,16,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.97837,2.0,0.0742,5.05257,,,False,True,True,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,4,1,12,[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:None]
risky_ps_old,17,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.70383,1.0,0.0661,3.76993,,,False,True,True,fast/fast/fast/deep/deep,fast/fast/fast/fast/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,False,0,2,3,10,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission[PERSONA:Easy]
risky_ps_old,18,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,5.3955,2.5,0.07790000000000001,5.4734,,,False,True,True,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,5,0,13,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Easy]
risky_ps_old,19,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,12.612805,2.0,0.0682,12.681004999999999,,,False,True,True,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,4,1,23,[mms_issue]airplane_mode_on|bad_wifi_calling[PERSONA:Easy]
risky_ps_old,20,2,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.780105,1.0,0.0608,3.840905,,,False,True,True,deep/fast/fast/fast/deep,fast/fast/fast/fast/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,False,0,2,3,12,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_old,21,2,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.140495,0.5,0.0671,3.207595,,,False,True,True,fast/fast/fast/deep/fast,fast/fast/fast/fast/fast,mostly_fast_vs_mostly_fast_required,deep_on_fast_required,False,0,1,4,10,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_old,22,2,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,7.82107,1.5,0.06380000000000001,7.884869999999999,,,False,True,True,fast/deep/fast/deep/deep,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,3,2,17,[mms_issue]bad_wifi_calling[PERSONA:Easy]
risky_ps_old,23,2,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.18064,1.5,0.06480000000000001,4.24544,,,False,True,True,fast/deep/deep/deep/fast,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,3,2,12,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
risky_ps_old,24,2,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.876775,1.5,0.0717,3.9484749999999997,,,False,True,True,fast/deep/deep/deep/fast,fast/fast/fast/fast/fast,mostly_deep_vs_mostly_fast_required,deep_on_fast_required,False,0,3,2,11,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
risky_ps_old,25,2,target_post_switch,target_favoring,False,repair_all,repair_subset,False,False,True,False,10.0,5.0,4.02409,0.0,0.0752,14.09929,10.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps_old,26,2,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,12.0,3.0,3.99664,1.5,0.0742,16.07084,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,False,True,True,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,1,0,4,11,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_old,27,2,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,22.5,18.5,4.82969,0.5,0.0753,27.404989999999998,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,False,True,True,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,False,0,1,4,15,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_old,28,2,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,17.0,13.0,4.39355,0.0,0.06470000000000001,21.45825,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_old,29,2,target_post_switch,target_favoring,True,repair_all,repair_all,True,True,True,True,0.0,0.0,4.03529,0.0,0.0675,4.10279,,,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,12,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_old,30,3,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.63153,3.0,0.06949999999999999,4.701029999999999,,,False,True,True,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,False,2,0,3,12,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps_old,31,3,target_post_switch,target_favoring,False,repair_all,transfer,False,False,True,False,18.0,10.5,3.06061,0.0,0.07410000000000001,21.134710000000002,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,12,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps_old,32,3,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.7927,2.0,0.0721,3.8648,,,False,True,True,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,1,1,3,12,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps_old,33,3,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.78937,1.5,0.0685,3.85787,,,False,True,True,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,1,0,4,12,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_old,34,3,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.13438,1.5,0.08000000000000002,4.21438,,,False,True,True,fast/deep/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,1,0,4,13,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps_old,35,3,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.07835,2.0,0.0721,4.15045,,,False,True,True,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,1,1,3,12,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps_old,36,3,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,17.0,13.0,5.285295,3.5,0.0671,22.352395,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,False,True,True,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,2,1,2,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_old,37,3,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,12.0,3.0,4.66855,2.0,0.06520000000000001,16.73375,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,False,True,True,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,1,1,3,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_old,38,3,target_post_switch,target_favoring,True,repair_subset,repair_subset,True,True,False,False,6.0,2.0,4.49476,0.5,0.07750000000000001,10.57226,6.0,clear_but_aux_failure_floor_6,False,True,True,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,False,0,1,4,14,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_old,39,3,target_post_switch,target_favoring,True,repair_all,transfer,False,False,True,False,22.5,18.5,4.47762,0.0,0.07900000000000001,27.056620000000002,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,14,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_old,40,4,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.368125,1.5,0.0723,4.440425,,,False,True,True,fast/deep/deep/deep/fast,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,1,0,4,13,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps_old,41,4,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.64169,3.0,0.06830000000000001,4.7099899999999995,,,False,True,True,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,False,2,0,3,12,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps_old,42,4,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.23853,2.0,0.06910000000000001,4.30763,,,False,True,True,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,1,1,3,13,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps_old,43,4,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.27678,1.5,0.0725,4.349279999999999,,,False,True,True,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,1,0,4,13,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_old,44,4,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.304385,3.0,0.0706,4.374985,,,False,True,True,fast/fast/deep/fast/deep,fast/deep/deep/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,False,2,0,3,10,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps_old,45,4,target_post_switch,target_favoring,False,repair_all,repair_subset,False,False,True,False,10.0,5.0,3.66079,0.0,0.0828,13.743590000000001,10.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,12,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps_old,46,4,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,17.0,13.0,4.00098,1.5,0.061700000000000005,21.06268,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,False,True,True,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,1,0,4,11,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_old,47,4,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,23.5,19.5,3.91321,1.5,0.0718,27.48501,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,False,True,True,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,fast_on_deep_required,False,1,0,4,11,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
risky_ps_old,48,4,target_post_switch,target_favoring,True,repair_subset,repair_subset,True,True,False,False,6.0,2.0,4.5166,0.5,0.07650000000000001,10.5931,6.0,clear_but_aux_failure_floor_6,False,True,True,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,False,0,1,4,14,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
risky_ps_old,49,4,target_post_switch,target_favoring,True,repair_all,repair_subset,False,False,True,False,15.0,11.0,4.915035,3.0,0.0661,19.981135000000002,14.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;fast_path_on_deep_required_clear_failure_floor_14,False,True,True,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,False,2,0,3,12,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_old,50,5,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.76694,2.0,0.0741,3.84104,,,False,True,True,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,1,1,3,12,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps_old,51,5,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,3.51813,0.0,0.0757,3.59383,,,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,13,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
risky_ps_old,52,5,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.88853,3.0,0.0716,4.96013,,,False,True,True,fast/deep/deep/fast/fast,fast/deep/deep/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,False,2,0,3,11,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
risky_ps_old,53,5,target_post_switch,target_favoring,False,repair_all,repair_subset,False,False,True,False,10.0,5.0,4.84595,0.5,0.07600000000000001,14.92195,10.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,False,True,True,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,deep_on_fast_required,False,0,1,4,16,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
risky_ps_old,54,5,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,4.6595,3.0,0.06699999999999999,4.726500000000001,,,False,True,True,fast/fast/deep/deep/fast,fast/deep/deep/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,False,2,0,3,11,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
risky_ps_old,55,5,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,0.0,0.0,5.13716,3.0,0.0684,5.205559999999999,,,False,True,True,fast/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_fast_vs_mostly_deep_required,fast_on_deep_required,False,2,0,3,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
risky_ps_old,56,5,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,17.0,13.0,4.872505,3.5,0.0708,21.943305,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,False,True,True,deep/fast/fast/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,both_mismatch_types,False,2,1,2,12,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
risky_ps_old,57,5,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,True,False,11.0,7.0,4.23213,0.0,0.0799,15.31203,10.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,False,True,True,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,mostly_deep_vs_mostly_deep_required,all_stage_modes_match,True,0,0,5,13,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
