method,episode_index,repeat_index,dataset_index,schedule_phase,task_bucket,is_specialist_task,oracle_action,final_action,exact_match,policy_clean,subset_clean,clear_success_proxy,auxiliary_success_proxy,strict_clean_success,policy_violation_count,subset_mismatch,raw_terminal_penalty,legacy_raw_terminal_penalty,raw_terminal_penalty_exec_clean_v4,terminal_adjustment_enabled,terminal_adjustment_floor,terminal_adjustment_reasons,raw_outcome_penalty,raw_policy_penalty,raw_reasoning_cost_component,raw_mode_mismatch_cost_component,mode_mismatch_cost_enabled,raw_path_cost_component,raw_total_cost,llm_call_count,prompt_tokens_total,completion_tokens_total,total_tokens_total,actual_modes,required_modes,match_count,fast_on_deep_count,deep_on_fast_count,actual_fast_count,actual_deep_count,required_fast_count,required_deep_count,mismatch_bucket,exact_mode_match,majority_pair,route_labels,route_bucket,selected_shared_path,selected_unshared_path,original_task_id
direct_multistage_exp3,10,1,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,5.483545,1.5,True,0.061700000000000005,5.545245,10,32183.0,1097.0,33280.0,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,2,0,3,2,3,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,trap_stage1_intake > trap_stage2_router > general_stage3_network > general_stage4_repair > target_stage5_decision,trap_like_good,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,11,1,3,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,3.87008,0.5,True,0.0641,3.93418,10,31770.0,906.0,32676.0,fast/fast/fast/deep/fast,fast/fast/fast/fast/fast,4,0,1,4,1,5,0,deep_on_fast_required,False,mostly_fast_vs_mostly_fast_required,barrier_stage1_gate > trap_stage2_router > trap_stage3_network > barrier_stage4_gate > trap_stage5_terminal,neutral,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,12,1,6,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,2.946165,0.5,True,0.0581,3.004265,9,23661.0,712.0,24373.0,fast/fast/deep/fast/fast,fast/fast/fast/fast/fast,4,0,1,4,1,5,0,deep_on_fast_required,False,mostly_fast_vs_mostly_fast_required,trap_stage1_intake > trap_stage2_router > barrier_stage3_gate > trap_stage4_execute > trap_stage5_terminal,trap_like_good,True,False,[mms_issue]bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,13,1,15,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,6.844665,2.0,True,0.0692,6.913865,13,38967.0,1033.0,40000.0,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,target_stage1_handoff > general_stage2_core > general_stage3_network > general_stage4_verify > target_stage5_decision,trap_safe_overcautious,True,False,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,14,1,17,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,14.757265,2.0,True,0.0752,14.832465000000001,23,106111.0,1444.0,107555.0,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,general_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,trap_safe_overcautious,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,15,1,18,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,6.004725,1.5,True,0.0746,6.079325,11,36759.0,1086.0,37845.0,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,2,0,3,2,3,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,general_stage1_intake > trap_stage2_router > barrier_stage3_gate > barrier_stage4_gate > barrier_stage5_transfer,neutral,False,True,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_storage_permission[PERSONA:Hard]
direct_multistage_exp3,16,1,19,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,6.353055,2.0,True,0.07590000000000001,6.428955,11,34385.0,1106.0,35491.0,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,barrier_stage1_gate > barrier_stage2_gate > barrier_stage3_gate > general_stage4_verify > general_stage5_verify,neutral,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission|data_mode_off[PERSONA:None]
direct_multistage_exp3,17,1,20,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,4.953845,1.0,True,0.066,5.019845,12,36017.0,848.0,36865.0,deep/fast/fast/deep/fast,fast/fast/fast/fast/fast,3,0,2,3,2,5,0,deep_on_fast_required,False,mostly_fast_vs_mostly_fast_required,general_stage1_verify > general_stage2_core > trap_stage3_network > barrier_stage4_gate > trap_stage5_terminal,neutral,True,False,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission[PERSONA:Easy]
direct_multistage_exp3,18,1,21,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,5.05296,1.0,True,0.06760000000000001,5.120559999999999,12,36100.0,1192.0,37292.0,fast/deep/fast/fast/deep,fast/fast/fast/fast/fast,3,0,2,3,2,5,0,deep_on_fast_required,False,mostly_fast_vs_mostly_fast_required,barrier_stage1_gate > general_stage2_roaming > trap_stage3_network > trap_stage4_execute > barrier_stage5_transfer,neutral,False,True,[mms_issue]bad_wifi_calling|break_app_storage_permission|data_mode_off[PERSONA:Easy]
direct_multistage_exp3,19,1,22,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,6.43454,2.0,True,0.06999999999999999,6.50454,12,35084.0,1108.0,36192.0,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,trap_stage1_intake > barrier_stage2_gate > general_stage3_network > general_stage4_verify > target_stage5_decision,trap_like_good,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,20,2,1,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,6.69851,2.0,True,0.0651,6.76361,12,36738.0,1269.0,38007.0,fast/deep/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,trap_stage1_intake > general_stage2_roaming > general_stage3_network > general_stage4_verify > target_stage5_verify,trap_like_good,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,21,2,3,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,6.575095,2.0,True,0.0721,6.647195,12,36281.0,1119.0,37400.0,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,general_stage1_verify > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,trap_safe_overcautious,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,22,2,6,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,12.270515,2.5,True,0.0772,12.347714999999999,21,79825.0,1284.0,81109.0,deep/deep/deep/deep/deep,fast/fast/fast/fast/fast,0,0,5,0,5,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,general_stage1_verify > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_decision,trap_safe_overcautious,True,False,[mms_issue]bad_wifi_calling[PERSONA:Easy]
direct_multistage_exp3,23,2,15,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,6.854095,2.0,True,0.0758,6.929895,13,38993.0,1047.0,40040.0,deep/fast/deep/deep/deep,fast/fast/fast/fast/fast,1,0,4,1,4,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,target_stage1_handoff > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_decision,trap_safe_overcautious,True,False,[mms_issue]bad_wifi_calling|break_app_storage_permission[PERSONA:Easy]
direct_multistage_exp3,24,2,17,trap_pre_switch,trap_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,5.7475,1.5,True,0.0666,5.8141,11,34856.0,1001.0,35857.0,fast/fast/deep/deep/deep,fast/fast/fast/fast/fast,2,0,3,2,3,5,0,deep_on_fast_required,False,mostly_deep_vs_mostly_fast_required,trap_stage1_intake > general_stage2_core > general_stage3_network > general_stage4_verify > target_stage5_verify,trap_like_good,True,False,[mms_issue]bad_wifi_calling|break_app_sms_permission[PERSONA:None]
direct_multistage_exp3,25,2,2,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,5.78047,1.5,True,0.0661,5.84657,11,42822.0,1330.0,44152.0,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,4,1,0,2,3,1,4,fast_on_deep_required,False,mostly_deep_vs_mostly_deep_required,general_stage1_intake > trap_stage2_router > general_stage3_network > general_stage4_repair > target_stage5_verify,neutral,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
direct_multistage_exp3,26,2,9,target_post_switch,target_favoring,True,repair_subset,repair_subset,True,False,True,True,False,False,1,False,6.0,2.0,6.0,True,6.0,clear_but_aux_failure_floor_6,0.0,2.0,4.98015,0.0,True,0.06930000000000001,11.04945,13,53438.0,1288.0,54726.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,True,mostly_deep_vs_mostly_deep_required,trap_stage1_intake > barrier_stage2_gate > general_stage3_network > general_stage4_repair > target_stage5_verify,trap_like_bad,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
direct_multistage_exp3,27,2,10,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,False,False,1,True,22.5,18.5,22.5,True,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,16.5,2.0,6.055165,0.5,True,0.07750000000000001,28.632665,15,55273.0,1810.0,57083.0,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,4,0,1,0,5,1,4,deep_on_fast_required,False,mostly_deep_vs_mostly_deep_required,target_stage1_handoff > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_safe_specialist_good,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
direct_multistage_exp3,28,2,13,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,False,False,1,True,24.5,20.5,24.5,True,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,18.5,2.0,6.12468,0.5,True,0.07650000000000001,30.70118,15,55788.0,1885.0,57673.0,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,4,0,1,0,5,1,4,deep_on_fast_required,False,mostly_deep_vs_mostly_deep_required,target_stage1_handoff > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_verify,target_safe_specialist_good,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
direct_multistage_exp3,29,2,16,target_post_switch,target_favoring,True,repair_all,repair_subset,False,True,False,False,True,False,0,True,15.0,11.0,15.0,True,10.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10,11.0,0.0,7.83276,2.0,True,0.0758,22.90856,14,57708.0,1463.0,59171.0,deep/fast/deep/deep/deep,fast/deep/deep/deep/deep,3,1,1,1,4,1,4,both_mismatch_types,False,mostly_deep_vs_mostly_deep_required,target_stage1_handoff > trap_stage2_router > barrier_stage3_gate > barrier_stage4_gate > target_stage5_decision,target_decoy_medium,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
direct_multistage_exp3,30,3,32,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,7.57823,3.0,True,0.06470000000000001,7.64293,12,38278.0,1135.0,39413.0,fast/deep/fast/fast/deep,fast/deep/deep/deep/deep,3,2,0,3,2,1,4,fast_on_deep_required,False,mostly_fast_vs_mostly_deep_required,trap_stage1_intake > barrier_stage2_gate > trap_stage3_network > trap_stage4_execute > barrier_stage5_transfer,trap_like_bad,False,True,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
direct_multistage_exp3,31,3,33,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,4.60414,0.5,True,0.0748,4.67894,13,40580.0,1224.0,41804.0,deep/deep/deep/deep/deep,fast/deep/deep/deep/deep,4,0,1,0,5,1,4,deep_on_fast_required,False,mostly_deep_vs_mostly_deep_required,general_stage1_verify > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_safe_majority_bad,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|unseat_sim_card[PERSONA:None]
direct_multistage_exp3,32,3,34,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,4.006475,0.0,True,0.0741,4.080575,12,41683.0,1363.0,43046.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,True,mostly_deep_vs_mostly_deep_required,trap_stage1_intake > target_stage2_router > target_stage3_roaming > target_stage4_repair > target_stage5_verify,trap_like_bad,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|user_abroad_roaming_enabled_off[PERSONA:Easy]
direct_multistage_exp3,33,3,35,target_post_switch,target_favoring,False,repair_all,repair_subset,False,False,False,False,False,False,1,True,14.0,5.0,14.0,True,14.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;fast_path_on_deep_required_clear_failure_floor_14,3.0,2.0,10.0096,5.0,True,0.0621,24.0717,12,39106.0,909.0,40015.0,deep/fast/fast/fast/deep,fast/deep/deep/deep/deep,1,3,1,3,2,1,4,both_mismatch_types,False,mostly_fast_vs_mostly_deep_required,target_stage1_handoff > general_stage2_core > trap_stage3_network > trap_stage4_execute > target_stage5_verify,neutral,True,False,[mms_issue]airplane_mode_on|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|user_abroad_roaming_enabled_off[PERSONA:None]
direct_multistage_exp3,34,3,36,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,3.69172,0.0,True,0.0735,3.7652200000000002,11,37856.0,1394.0,39250.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,True,mostly_deep_vs_mostly_deep_required,trap_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_verify,trap_like_bad,True,False,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|unseat_sim_card[PERSONA:None]
direct_multistage_exp3,35,3,2,target_post_switch,target_favoring,False,repair_all,repair_all,True,True,True,True,True,True,0,False,0.0,0.0,0.0,True,,,0.0,0.0,5.78013,1.5,True,0.0711,5.85123,11,42822.0,1329.0,44151.0,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,4,1,0,2,3,1,4,fast_on_deep_required,False,mostly_deep_vs_mostly_deep_required,barrier_stage1_gate > trap_stage2_router > general_stage3_network > general_stage4_repair > target_stage5_decision,neutral,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|unseat_sim_card[PERSONA:Easy]
direct_multistage_exp3,36,3,9,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,False,False,1,True,12.0,3.0,12.0,True,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,1.0,2.0,6.962365,1.5,True,0.0705,19.032865,12,55989.0,1510.0,57499.0,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,4,1,0,2,3,1,4,fast_on_deep_required,False,mostly_deep_vs_mostly_deep_required,trap_stage1_intake > general_stage2_core > barrier_stage3_gate > general_stage4_verify > target_stage5_decision,trap_like_bad,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard]
direct_multistage_exp3,37,3,10,target_post_switch,target_favoring,True,repair_subset,transfer,False,False,False,False,False,False,1,True,22.5,18.5,22.5,True,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12;invalid_local_transfer_floor_18,16.5,2.0,4.958135,0.0,True,0.0735,27.531635,13,51171.0,1790.0,52961.0,fast/deep/deep/deep/deep,fast/deep/deep/deep/deep,5,0,0,1,4,1,4,all_stage_modes_match,True,mostly_deep_vs_mostly_deep_required,trap_stage1_intake > target_stage2_router > target_stage3_apn > target_stage4_repair > target_stage5_verify,trap_like_bad,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None]
direct_multistage_exp3,38,3,13,target_post_switch,target_favoring,True,repair_subset,repair_subset,False,False,False,False,False,False,1,True,17.0,13.0,17.0,True,12.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;local_clear_and_aux_failure_floor_12,11.0,2.0,6.817015,1.5,True,0.0676,23.884614999999997,12,54319.0,1500.0,55819.0,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,4,1,0,2,3,1,4,fast_on_deep_required,False,mostly_deep_vs_mostly_deep_required,trap_stage1_intake > trap_stage2_router > barrier_stage3_gate > general_stage4_verify > target_stage5_decision,trap_like_bad,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard]
direct_multistage_exp3,39,3,16,target_post_switch,target_favoring,True,repair_all,transfer,False,True,False,False,True,False,0,True,22.5,18.5,22.5,True,18.0,subset_mismatch_base_plus_linear;local_clear_failure_floor_10;invalid_local_transfer_floor_18,18.5,0.0,6.695275,1.5,True,0.0742,29.269475,12,52895.0,1500.0,54395.0,fast/fast/deep/deep/deep,fast/deep/deep/deep/deep,4,1,0,2,3,1,4,fast_on_deep_required,False,mostly_deep_vs_mostly_deep_required,general_stage1_intake > general_stage2_core > target_stage3_roaming > target_stage4_repair > target_stage5_verify,target_safe_specialist_good,True,False,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None]
