seed,method,episode_index,switch_episode,selected_trap_like,selected_all_trap,selected_path_pattern,trap_path_probability_product,trap_path,trap_route_labels,stage1_trap_child_prob,stage2_trap_child_prob,stage3_trap_child_prob,stage4_trap_child_prob,stage5_trap_child_prob,stage1_arm_count,stage2_arm_count,stage3_arm_count,stage4_arm_count,stage5_arm_count
1,risky_ps,20,25,True,False,fffdd,0.21638827443626021,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.3642092599743688,1.0,1.0,0.5941317210097528,1.0,4,1,1,2,1
1,risky_ps,21,25,False,False,ddddd,0.22240107741332105,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.34210723176071145,1.0,1.0,0.6500917161812018,1.0,4,1,1,2,1
1,risky_ps,22,25,False,False,dfddd,0.23130714087905266,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.35580693480884135,1.0,1.0,0.6500917161812018,1.0,4,1,1,2,1
1,risky_ps,23,25,False,False,fdddf,0.24192298048739336,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.37213669158639384,1.0,1.0,0.6500917161812018,1.0,4,1,1,2,1
1,risky_ps,24,25,False,False,fddff,0.2503898582900121,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.38516081970843064,1.0,1.0,0.6500917161812018,1.0,4,1,1,2,1
1,risky_ps_old,20,25,True,False,fffdd,0.22328947120716217,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.36539289885261983,1.0,1.0,0.6110941726243709,1.0,4,1,1,2,1
1,risky_ps_old,21,25,False,False,ddddd,0.22939632057236797,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.34334863151994577,1.0,1.0,0.6681148532815454,1.0,4,1,1,2,1
1,risky_ps_old,22,25,False,False,dfddd,0.23859312774966018,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.35711394018225245,1.0,1.0,0.6681148532815454,1.0,4,1,1,2,1
1,risky_ps_old,23,25,False,False,fdddf,0.24957526793390805,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.3735514435999769,1.0,1.0,0.6681148532815454,1.0,4,1,1,2,1
1,risky_ps_old,24,25,False,False,ddddf,0.2588678866528602,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.3874601580572444,1.0,1.0,0.6681148532815454,1.0,4,1,1,2,1
1,direct_multistage_exp3,20,25,False,False,fdddd,0.18972362552483651,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.2626898203980659,1.0,1.0,0.7222344026781838,1.0,4,1,1,2,1
1,direct_multistage_exp3,21,25,False,False,dffff,0.1975564540437843,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.27353509236226775,1.0,1.0,0.7222344026781838,1.0,4,1,1,2,1
1,direct_multistage_exp3,22,25,False,False,ddddd,0.2031279503110122,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.28124934170648025,1.0,1.0,0.7222344026781838,1.0,4,1,1,2,1
1,direct_multistage_exp3,23,25,False,False,ddfff,0.2133516932432061,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.29540505471915635,1.0,1.0,0.7222344026781838,1.0,4,1,1,2,1
1,direct_multistage_exp3,24,25,False,False,ddddd,0.2202684202194069,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.3049818997857334,1.0,1.0,0.7222344026781838,1.0,4,1,1,2,1
1,epsilon_exp3,20,25,True,True,fffff,0.1809045445647095,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.2897361427399094,1.0,1.0,0.624376865288443,1.0,4,1,1,2,1
1,epsilon_exp3,21,25,True,True,fffff,0.16287923529976545,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.2738997741180354,1.0,1.0,0.5946672859597674,1.0,4,1,1,2,1
1,epsilon_exp3,22,25,False,False,fdddd,0.14472638037761415,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.25790867082586105,1.0,1.0,0.5611536049337901,1.0,4,1,1,2,1
1,epsilon_exp3,23,25,False,False,ddddd,0.15043253350495658,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.26807728255208474,1.0,1.0,0.5611536049337901,1.0,4,1,1,2,1
1,epsilon_exp3,24,25,True,False,fffdd,0.15751143667943684,stage1_n4__from__root__c04 > stage2_n3__from__n0004__c01 > stage3_n4__from__n0014__c01 > stage4_n4__from__n0043__c02 > stage5_n4__from__n0130__c01,trap_stage1_intake > trap_stage2_router > trap_stage3_network > trap_stage4_execute > trap_stage5_terminal,0.2806921942487057,1.0,1.0,0.5611536049337901,1.0,4,1,1,2,1
